title,description,genre
Summer of 84,"After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.","['Drama', 'Mystery', 'Thriller']"
Boarding School,"When troubled 12-year-old Jacob Felsen is sent away to boarding school, he enters every kid’s worst nightmare: a creepy old mansion, deserted except for six other teenage misfits and two menacing and mysterious teachers. As events become increasingly horrific, Jacob must conquer his fears to find the strength to survive.","['Horror', 'Mystery']"
They Shall Not Grow Old,"A documentary about World War I with never-before-seen footage to commemorate the centennial of Armistice Day, and the end of the war.","['Documentary', 'History', 'War']"
The Perfection,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.","['Horror', 'Thriller', 'Drama']"
Won't You Be My Neighbor?,"For more than thirty years, and through his television program, Fred Rogers (1928-2003), host, producer, writer and pianist, accompanied by his puppets and his many friends, spoke directly to young children about some of life's most important issues.",['Documentary']
Wildling,A young woman held in captivity discovers the realities of truth and lies in the outside world.,"['Horror', 'Fantasy', 'Thriller', 'Drama']"
The Current War,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,"['Drama', 'History']"
Possum,A disgraced children’s puppeteer returns to his childhood home and is forced to confront his wicked stepfather and the secrets that have tortured him his entire life.,"['Drama', 'Horror', 'Thriller']"
Prospect,"A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive.",['Science Fiction']
Red Joan,"London, England, May 2000. The peaceful life of elderly Joan Stanley is suddenly disrupted when she is arrested by the British Intelligence Service and accused of providing information to communist Russia during the forties.","['Thriller', 'History']"
Boundaries,"Single mom Laura, along with her awkward 14 year-old son Henry is forced to drive Jack, her estranged, care-free pot dealing father across country after he's kicked out of yet another nursing home.","['Comedy', 'Drama']"
Zoe,"Two colleagues at a revolutionary research lab design technology to improve and perfect romantic relationships. As their work progresses, their discoveries become more profound.","['Science Fiction', 'Romance', 'Thriller']"
All Is True,"London, June 29th, 1613. The Globe Theater, ran by the famous playwright William Shakespeare, accidentally burns to ashes. Seriously affected, he stops writing and returns to his hometown, where his wife Anne and daughters Judith and Susanna get surprised to hear he intends to stay there definitively, after two decades working in the capital, neglecting his sincere affections for them.","['Drama', 'History']"
Lords of Chaos,A teenager's quest to launch Norwegian Black Metal in Oslo in the 1990s results in a very violent outcome.,"['Drama', 'Music', 'Thriller']"
Gringo,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,"['Comedy', 'Action', 'Crime']"
Beast,A troubled woman living in an isolated community finds herself pulled between the control of her oppressive family and the allure of a secretive outsider suspected of a series of brutal murders.,"['Mystery', 'Crime', 'Drama']"
Nazi Overlord,A D-Day rescue mission turns ugly when a band of Allied soldiers battle with horrific experiments created by the Nazis.,"['Action', 'Horror', 'Mystery']"
A.I. Rising,"On a lonely mission to Alpha Centauri, Milutin is teamed up with Nimani 1345, a female cyborg designed to fulfill his every need. At first thrilled to be able to control her, Sebastian grows tired of having his desires fulfilled so easily. Longing for human intimacy, Sebastian alters Nimani's programmed responses, but in doing so he risks the mission's security — and his own life.","['Science Fiction', 'Drama', 'Romance']"
The Current War,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,"['Drama', 'History']"
Freedom Fighters: The Ray,"Earth-X is one of many realities in the multiverse, with one glaring difference from our Earth: The Nazis won World War II. Led by The Ray, a group of heroes known as the Freedom Fighters battle selflessly against tyranny. But when The Ray is transported to our Earth to save his life, he passes his powers to his unsuspecting counterpart, Ray Terrill. Charged with superhuman abilities, Terrill is newly christened The Ray and must adapt and overcome the challenges of crime-fighting with a little help from The Flash and Green Arrow. Seasoned and ready to fight, The Ray now faces his biggest battle: a return to Earth-X to lead the Freedom Fighters against Overgirl and her evil Nazi henchmen!","['Animation', 'Action', 'Fantasy']"
City of Lies,"Los Angeles Police Department detective Russell Poole has spent years trying to solve his biggest case -- the murders of The Notorious B.I.G. and Tupac Shakur -- but after two decades, the investigation remains open. Jack Jackson, a reporter desperate to save his reputation and career, is determined to find out why. In search of the truth, the two team up and unravel a growing web of institutional corruption and lies.","['Crime', 'Thriller', 'Drama']"
American Animals,"Lexington, Kentucky, 2004. Four young men attempt to execute one of the most audacious art heists in the history of the United States.","['Drama', 'Crime', 'Documentary']"
In Darkness,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,"['Thriller', 'Mystery']"
God: City,God presides over a modern metropolis.,"['Fantasy', 'Comedy']"
The Happytime Murders,"In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.","['Action', 'Comedy', 'Crime']"
"Don't Worry, He Won't Get Far on Foot","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.","['Comedy', 'Drama']"
Flesh & Blood,"Kimberly, a teenager suffering from agoraphobia, has not left the house since her mother's unsolved murder. On the eve of Thanksgiving, she begins to suspect that the safe harbor of home and her doting father may be a dangerous mirage.","['Horror', 'Thriller', 'TV Movie']"
Scooby-Doo! & Batman: The Brave and the Bold,Scooby-Doo and the Mystery Inc. gang meet up with Batman and other friends to defeat evil villains and save the day.,"['Animation', 'Comedy', 'Action', 'Family', 'Science Fiction']"
Between Worlds,"Joe—a down-on-his-luck truck driver haunted by the memory of his deceased wife and child—meets Julie, a spiritually gifted woman who enlists his help in a desperate effort to find the lost soul of her comatose daughter. But the spirit of Joe's dead wife proves stronger, possessing the young woman's body and determined to settle her unfinished business with the living.","['Mystery', 'Thriller', 'Fantasy']"
Distorted,A married couple suspect that the 'smart apartments' in their high tech residence are being used by its owner for sinister reasons.,"['Action', 'Mystery', 'Thriller']"
Amazing Grace,A behind-the-scenes documentary about the recording of Aretha Franklin's best-selling album finally sees the light of day more than four decades after the original footage was shot.,"['Music', 'Documentary']"
Hotel Artemis,"Los Angeles, June 21st, 2028. While the streets are being torn apart by riots, the Nurse, who runs a clandestine hospital for criminals in the penthouse of the Artemis, a closed old hotel, has a rough night dealing with troublemaker clients: thieves, assassins, someone from the past and the one who owns the place and the whole city.","['Thriller', 'Science Fiction', 'Action']"
Not Cinderella's Type,"Indy lives with her aunt and uncle and believes her life is fine until an accident brings a new guy into her life. Bryant Bailey is not Indy's type - she's never been into guys like him. But then again, she's never really known anyone so stubborn and caring that can also help her discover who she is and what she's worth. A modern telling of Cinderella, based on the novel by Jenni James.",['Romance']
In Fabric,"A haunting ghost story set against the backdrop of a busy winter sales period in a department store, following the life of a cursed dress as it passes from person to person, with devastating consequences.","['Horror', 'Fantasy', 'Comedy', 'Mystery']"
22 July,"On 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utøya Island outside of Oslo. This three-part story focuses on the survivors, the political leadership of Norway, and the lawyers involved.","['Crime', 'Drama', 'History', 'Thriller']"
Bully,"A coming-of-age comedy about Jimmy, a quiet, heavy-set high school kid who is constantly tormented by the resident school bully Miles and his cronies. After an altercation on his way home from school lands him a chance meeting with former professional boxer ""Action"" Jackson and trainer Manny, Jimmy decides to learn how to fight back.",['Comedy']
Duck Butter,"Dissatisfied with the dishonesty they see in dating, strangers Naima and Sergio make a pact to spend 24 straight hours together in an attempt to fast forward their relationship.","['Drama', 'Romance', 'Comedy']"
Little Bitches,A group of friends vow to open their college acceptance letters at the same time during the big end-of -year party.,"['Comedy', 'Romance', 'Drama']"
The Devil and Father Amorth,"William Friedkin attends an exorcism with Father Gabriele Amorth, as he treats an Italian woman named Cristina for the ninth time. Prior to filming, Cristina had purportedly been experiencing behavioural changes and “fits” that could not be explained by psychiatry, and which became worse during Christian holidays.","['Documentary', 'Horror']"
The Miseducation of Cameron Post,"Pennsylvania, 1993. After getting caught with another girl, teenager Cameron Post is sent to a conversion therapy center run by the strict Dr. Lydia Marsh and her brother, Reverend Rick, whose treatment consists in repenting for feeling “same sex attraction.” Cameron befriends fellow sinners Jane and Adam, thus creating a new family to deal with the surrounding intolerance.",['Drama']
The Dark,"A murderous, flesh-eating undead young girl haunting the remote stretch of woods where she was murdered decades earlier, discovers a kidnapped and abused boy hiding in the trunk of one of her victim’s cars. Her decision to let the boy live throws her aggressively solitary existence into upheaval, and ultimately forces her to re-examine just how much of her humanity her murderer was able to destroy.","['Horror', 'Drama', 'Fantasy']"
Zoo,A couple trying to save their marriage during a zombie apocalypse.,"['Comedy', 'Drama', 'Horror', 'Romance']"
Scooby-Doo! and the Gourmet Ghost,"The Scooby gang visits a culinary resort run by Fred's uncle, Bobby Flay. While enjoying the sights, a ghost attacks the guests and destroys the resort, leaving the gang to put a stop to its threat.","['Animation', 'Adventure', 'Family', 'Comedy']"
Black '47,"In 1847, when Ireland is in the grip of the Great Famine that has ravaged the country for two long years, Feeney, a hardened Irish Ranger who has been fighting for the British Army abroad, returns home to reunite with his estranged family, only to discover the cruelest reality, a black land where death reigns.","['Drama', 'Western']"
Beirut,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.","['Action', 'Thriller', 'Drama']"
Benji,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.","['Drama', 'Comedy', 'Family', 'Crime']"
Frenzy,"A group of friends run a popular travel vlog that helps fund their adventures. The leader of the group brings along her younger sister for the next scuba diving trip to an isolated cove. But when their plane crashes, the two sisters must use their strength, resourcefulness and immense courage to survive a pack of great white sharks.","['Horror', 'Thriller', 'TV Movie']"
Reprisal,"Jacob, a bank manager haunted by a violent heist that took the life of a coworker, teams up with his ex-cop neighbor, James, to bring down the assailant. While the two men work together to figure out the thief’s next move, Gabriel, the highly-trained criminal, is one step ahead. When Gabriel kidnaps Jacob’s wife and daughter, Jacob barrels down a path of bloodshed that initiates an explosive counterattack and brings all three men to the breaking point.","['Action', 'Adventure', 'Thriller']"
The Lost Viking,"A young Viking called Vitharr arrives in Britain with dreams of conquest and adventure, but when his family and clan are ambushed and killed, he must survive alone in this strange,dangerous new land as he searches for his Uncle's settlement.","['Action', 'Adventure', 'History']"
The Extraordinary Journey of the Fakir,Ajatashatru Lavash Patel has lived all his life in a small Mumbai neighborhood tricking people with street magic and fakir stunts. He sets out on a journey to find his estranged father but instead gets dragged on a never-ending adventure.,"['Comedy', 'Adventure', 'Drama']"
Deep Blue Sea 2,"When shark conservationist Dr. Misty Calhoun is invited to consult on a top-secret project run by pharmaceutical billionaire Carl Durant, she is shocked to learn that the company is using unpredictable and highly aggressive bull sharks as its test subjects, which soon break loose and cause havoc.","['Action', 'Horror', 'Science Fiction']"
A Wrinkle in Time,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.","['Adventure', 'Science Fiction', 'Family', 'Fantasy']"
A Christmas Prince: The Royal Wedding,"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding — but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom.","['Romance', 'Comedy', 'TV Movie']"
No One Would Tell,"Single mom Laura Collins has had a history of rocky relationships, so when her daughter Sarah begins dating the popular and charismatic Rob, Laura is thrilled with what she sees. But it soon becomes clear that Rob has a darker, possessive side. Then Sarah goes missing.","['Drama', 'Thriller', 'Mystery', 'TV Movie']"
The Open House,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,"['Horror', 'Thriller']"
Galveston,"After a violent encounter, Roy finds Rocky and sees something in her eyes that prompts a fateful decision. He takes her with him as he flees to Galveston, an action as ill-advised as it is inescapable.",['Thriller']
Cursed: The True Nature of Hereditary,"A featurette that sheds light on the filmmaker’s approach, and how he turned a character-driven domestic drama into one of the 2018’s most harrowing cinematic experiences.",['Documentary']
Ali Wong: Hard Knock Wife,"Pregnant again, Ali Wong returns to Netflix in her second original stand-up comedy special and gets real on why having kids is not all it's cracked up to be.",['Comedy']
Classic Albums: Amy Winehouse - Back to Black,"The true story of how Amy Winehouse’s best known and most celebrated body of work came into being. Featuring previously unseen footage of Amy, new interviews with producers Mark Ronson and Salaam Remi, and the musicians who worked with Amy on the album, offering fresh insights into Amy’s remarkable gifts as a singer, songwriter, musician and performer","['Documentary', 'Music']"
Above Majestic,"A look at the origins, history and conspiracies behind the ""Majestic 12"", a clandestine group of military and corporate figureheads charged with reverse-engineering extraterrestrial technology.",['Documentary']
Operation Finale,"In 1960, a team of Israeli secret agents is deployed to find Adolf Eichmann, the infamous Nazi architect of the Holocaust, supposedly hidden in Argentina, and get him to Israel to be judged.","['Drama', 'History', 'Thriller']"
Where Hands Touch,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.","['War', 'Drama', 'Romance']"
Leave No Trace,"A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",['Drama']
Incoming,"The International Space Station is now a prison - the ultimate black site. No one's getting out. And no one knows it's there. But when the imprisoned terrorists take over the Station and turn it into a missile aimed at Moscow, only a shuttle pilot and a rookie doctor can stop them. Their task is complicated by a rogue CIA agent (Scott Adkins) who has his own plans for the station and the terrorists within.","['Action', 'Science Fiction', 'Thriller']"
The Other Side of the Wind,"Surrounded by fans and skeptics, grizzled director J.J. ""Jake"" Hannaford returns from years abroad in Europe to a changed Hollywood, where he attempts to make his innovative comeback film.  This film was started in 1970 but never completed during Welles lifetime.",['Drama']
In a Relationship,"Long-term couple Owen and Hallie are breaking up—or maybe not?—and just as their relationship reaches a turning point, Matt and Willa embark on a romance of their own.","['Drama', 'Comedy', 'Romance']"
Cam,A young camgirl discovers that she’s inexplicably been replaced on her site with an exact replica of herself.,"['Horror', 'Mystery']"
Harry & Meghan: A Royal Romance,"Examine the history of Prince Harry and Meghan Markle from the moment they met after being set up by friends, through their initial courtship when they were able to keep their romance under wraps, and ultimately the intense global media attention surrounding their relationship and Meghan’s life as a divorced American actress.",['Romance']
Zoo,Young Tom and his misfit friends fight to save 'Buster' the baby elephant during the German air raid bombings of Belfast in 1941.,"['Family', 'War', 'History']"
The Angel,"True story of Ashraf Marwan, who was President Nasser's son-in-law and special adviser and confidant to his successor Anwar Sadat - while simultaneously Israeli Intelligence's most precious asset of the 20th century. Based on NYT bestselling book 'The Angel: The Egyptian Spy Who Saved Israel' by Uri Bar-Joseph.","['Action', 'Drama', 'History', 'Thriller', 'War']"
Royal Hearts,"Kelly, a hopeless romantic in Montana eager to finish her dissertation, and her father, Hank, a rancher, receive news that he has inherited an estate from a faraway land. When they travel there, they discover that Hank has not only inherited the estate, but the title that goes along with it – KING!","['TV Movie', 'Romance']"
Sgt. Stubby: An American Hero,The true story of the most decorated dog in American military history -- Sgt. Stubby -- and the enduring bonds he forged with his brothers-in-arms in the trenches of World War I.,"['Animation', 'Adventure', 'Family', 'History', 'War']"
The White Crow,"The story of Rudolf Nureyev, whose escape to the West stunned the world at the height of the Cold War. With his magnetic presence, Nureyev emerged as ballet’s most famous star, a wild and beautiful dancer limited by the world of 1950s Leningrad. His flirtation with Western artists and ideas led him into a high-stakes game of cat and mouse with the KGB.",['Drama']
27: Gone Too Soon,"Brian Jones, Jimi Hendrix, Janis Joplin and Jim Morrison all died at the age of 27 between 1969 and 1971. At the time, the coincidence gave rise to some comment, but it was not until the death of Kurt Cobain, about two and a half decades later, that the idea of a ""27 Club"" began to catch on in public perception, reignited with the death of Amy Winehouse in 2011. Through interviews with people who knew them, such as music stars, critics, medical experts and unseen footage, the lives, music, and artistry of those who died at 27 are investigated with a bid to find answers.",['Documentary']
Vox Lux,"In 1999, teenage sisters Celeste and Eleanor survive a seismic, violent tragedy. The sisters compose and perform a song about their experience, making something lovely and cathartic out of catastrophe — while also catapulting Celeste to stardom. By 2017, the now 31-year-old Celeste is mother to a teenage daughter of her own and struggling to navigate a career fraught with scandals when another act of terrifying violence demands her attention.","['Drama', 'Music']"
Yellow Is the New Black,An adventure about two minions which try to escape from jail.,"['Animation', 'Comedy', 'Family', 'Crime']"
Asher,"Asher is a former Mossad agent turned gun for hire, living an austere life in an ever-changing Brooklyn. Approaching the end of his career, he breaks the oath he took as a young man when he meets Sophie on a hit gone wrong. In order to have love in his life before it's too late, he must kill the man he was, for a chance at becoming the man he wants to be.","['Thriller', 'Action', 'Drama']"
Show Dogs,"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.","['Adventure', 'Crime', 'Family', 'Comedy']"
The Vanishing of Sidney Hall,"Over the course of 12 years, and three stages of life, Sidney Hall falls in love, writes the book of a generation and then disappears without a trace.","['Drama', 'Mystery', 'Romance']"
Mara,"Criminal psychologist Kate Fuller is assigned to the murder of a man who has seemingly been strangled in his sleep by his wife and the only witness is their eight-year-old daughter, Sophie. As Kate digs into the mystery of an ancient demon which kills people in their sleep, she experiences the same petrifying symptoms as all previous victims and spirals through a chilling nightmare to save herself and Sophie before she dares fall asleep again.","['Crime', 'Horror', 'Thriller']"
Thoroughbreds,"Lily and Amanda, two high school students living in suburban Connecticut, rekindle their unlikely friendship after years of drifting apart. Together, they devise a plan to kill Lily's abusive stepfather by hiring a lowlife drug dealer.","['Drama', 'Thriller']"
Ploey: You Never Fly Alone,"A plover chick has not learned to fly when his family migrates in the fall. He must survive the arctic winter, vicious enemies and himself in order to be reunited with his beloved one next spring.","['Animation', 'Family']"
Little Italy,Former childhood pals Leo and Nikki are attracted to each other as adults—but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,"['Comedy', 'Romance']"
King of Thieves,"London, England, April 2015. Brian Reader, a retired thief, gathers an unlikely gang of burglars to perpetrate the biggest and boldest heist in British history. The thieves assault the Hatton Garden Safe Deposit Company and escape with millions in goods and money. But soon the cracks between the gang members begin to appear when they discuss how to share the loot.","['Crime', 'Drama']"
The Beyond,"Set in 2019, The Beyond chronicles the groundbreaking mission which sent astronauts - modified with advanced robotics, through a newly discovered wormhole known as the Void. When the mission returns unexpectedly, the space agency races to discover what the astronauts encountered on their first of its kind interstellar space journey.",['Science Fiction']
Abducted,"After seven-year-old Eden is kidnapped during an home invasion, single father Dane Hunte takes matters into his own hands, while Detective Fini, leading the investigation, unravels the mystery surrounding the unusual crime.","['Action', 'Crime', 'Drama']"
ReMastered: Who Shot the Sheriff,"In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",['Documentary']
The Land of Steady Habits,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.","['Drama', 'Comedy']"
St. Agatha,"St. Agatha is set in the 1950s in small town Georgia. A pregnant con woman named Agatha is on the run and seeks refuge in a convent hidden in deafening isolation. What first starts out as the perfect place to have a child turns into a dark lair where silence is forced. Ghastly secrets are masked, and every bit of will power Agatha has is tested. She soon learns the sick and twisted truth of the convent and the odd people that lurk inside its halls. Agatha must now find a way to discover the unyielding strength needed to escape and save her baby before she’s caged behind these walls forever.","['Horror', 'Thriller']"
What Keeps You Alive,"Majestic mountains, a still lake and venomous betrayals engulf a married couple attempting to celebrate their first anniversary.","['Horror', 'Thriller']"
Swiped,"James, a college freshman and computer genius, is enlisted by his womanizing roommate, Lance, to code the ultimate hook-up app. But when James discovers that his divorced mother is using the app, unexpected consequences ensue.","['Comedy', 'Drama', 'Romance']"
High Strung Free Dance,"Zander Raines, a dazzling and tempestuous young choreographer, gives the break of a lifetime to two hopeful artists when he casts a stunning contemporary dancer, Barlow, and innovative pianist, Charlie, in New York’s most-anticipated new Broadway show: Free Dance. But the move throws off the show’s delicate creative balance when Charlie falls hard for Barlow, while Zander embraces her as his muse.","['Music', 'Romance', 'Drama']"
Cinderella and the Secret Prince,Cinderella discovers a secret that could shake their world: an evil witch turned the prince into a mouse and replaced him with a look-alike. Cinderella and her friends must save the real prince and help him defeat the evil witch.,"['Animation', 'Adventure', 'Family', 'Fantasy']"
Flight 666,Passengers and crew on a flight are attacked by unseen forces that threaten all aboard.,"['Horror', 'Science Fiction']"
Ouija House,"A graduate student, who is trying to finish the last of her research on a book project that she hopes will help her down-on-her-luck mother, brings friends to a house with a dark past, where they soon unwittingly summon an evil entity who makes the house part of its game…",['Horror']
Blood Brother,"Blood Brother takes place on he mean streets of a city in decay, where a recently released convict begins to take a murderous revenge against his childhood friends, whom he believes let him take the fall for a crime they collectively committed. As the bodies start piling up, one of the friends, now a cop, will stop at nothing to put and end to the murderous rampage and to right the many wrongs of their tragically violent past.","['Action', 'Crime', 'Drama', 'Thriller']"
Ride,"A night in Los Angeles becomes a psychological war for survival when an Uber driver, James, and his passenger, Jessica, pick up Bruno, who is charismatic but manipulative.","['Thriller', 'Crime']"
My Days of Mercy,The daughter of a man on death row falls in love with a woman on the opposing side of her family's political cause.,"['Romance', 'Drama']"
Return to Christmas Creek,"As Christmas approaches, Amelia Hughes, a career-focused Chicago app developer lacking in holiday spirit, returns to her small hometown of Christmas Creek to rediscover the meaning of Christmas. There, she reunites with her childhood best friend Mike and her estranged uncle Harry, whose mysterious rift with Amelia’s father divided her family during the holiday season when she was a child.","['Romance', 'Family', 'TV Movie']"
Please Stand By,"A young autistic woman runs away from her caregiver in order to boldly go and deliver her 500-page Star Trek script to a writing competition in Hollywood. On an adventure full of laughter and tears, Wendy follows the guiding spirit of Mr. Spock on her journey into the unknown.","['Comedy', 'Drama']"
D-Railed,Passengers on a murder mystery train that crashes into a river must decide whether to risk waiting for help in the wreckage or take their chances in the murky depths below.,['Horror']
Father of the Year,"Two college grads return to their hometown, where a hypothetical question -- whose dad would win in a fight? -- leads to mass mayhem.",['Comedy']
The China Hustle,"An unsettling and eye-opening Wall Street horror story about Chinese companies, the American stock market, and the opportunistic greed behind the biggest heist you've never heard of.",['Documentary']
The Golem,A re-imagining of the old mystical folklore that follows a woman and a tight-knit Jewish community that is besieged by foreign invaders. She conjures a dangerous creature to protect them but it may be more evil than she ever imagined.,"['Horror', 'Drama']"
Irreplaceable You,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating.","['Comedy', 'Drama', 'Romance']"
The Marine 6: Close Quarters,"Jake Carter and another former Marine, Luke Trapper,  join forces to rescue a young kidnapped girl from a gang of international criminals.",['Action']
Christmas with a View,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?","['Romance', 'Family', 'TV Movie']"
The Children Act,"In the midst of a marital crisis, a High Court judge must decide if she should order a life-saving blood transfusion for a teen with cancer despite his family's refusal to accept medical treatment for religious reasons.",['Drama']
Proud Mary,"Mary is a hit woman working for an organized crime family in Boston, whose life is completely turned around when she meets a young boy whose path she crosses when a professional hit goes bad.","['Thriller', 'Action', 'Crime']"
ReMastered: Tricky Dick & The Man in Black,"This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging liberal ideals clashed with Richard Nixon's policies.","['Documentary', 'Music']"
Free Solo,"Follow Alex Honnold as he attempts to become the first person to ever free solo climb Yosemite's 3,000 foot high El Capitan wall. With no ropes or safety gear, this would arguably be the greatest feat in rock climbing history.","['Documentary', 'Adventure']"
Royal Matchmaker,"A struggling NYC matchmaker is hired by a king to find his son a suitable wife in time for a national celebration. As the clock ticks towards her deadline, the matchmaker finds him the perfect wife -- only to realize that she’s fallen in love with him!","['Romance', 'TV Movie']"
The Bad Seed,A widower suspects that his seemingly perfect adolescent daughter is a heartless killer.,"['Drama', 'Horror', 'Thriller', 'TV Movie']"
Sherlock Gnomes,Garden gnomes Gnomeo & Juliet recruit renown detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure', 'Mystery']"
Hey Arnold! The Jungle Movie,"When their trip to San Lorenzo takes a turn for the worst, Arnold and his classmate’s only hope of getting home is retracing the dangerous path that led to Arnold's parents' disappearance.","['Family', 'Comedy', 'Animation', 'Adventure', 'TV Movie']"
Feminists: What Were They Thinking?,"In 1977, a book of photographs captured an awakening - women shedding the cultural restrictions of their childhoods and embracing their full humanity. This documentary revisits those photos, those women and those times and takes aim at our culture today that alarmingly shows the need for continued change.",['Documentary']
All the Devil's Men,"A battle-scarred War on Terror bounty hunter is forced to go to London on a manhunt for a disavowed CIA operative, which leads him into a deadly running battle with a former military comrade and his private army.",['Action']
Beast of Burden,"Sean Haggerty only has an hour to deliver his illegal cargo. An hour to reassure a drug cartel, a hitman, and the DEA that nothing is wrong. An hour to make sure his wife survives. And he must do it all from the cockpit of his Cessna.","['Action', 'Crime', 'Drama', 'Thriller']"
Children of the Corn: Runaway,"The plot of Children of the Corn: Runaway follows a young pregnant Ruth who escapes a murderous child cult in a small Midwestern town. She spends the next decade living anonymously in an attempt to spare her son the horrors that she experienced as a child. She lands in the small Oklahoma town, but something is following her. Now, she must confront this evil or lose her child.",['Horror']
Step Sisters,"Jamilah has her whole life figured out. She's the president of her black sorority, captain of their champion step dance crew, is student liaison to the college dean, and her next move is on to Harvard Law School. She's got it all, right? But when the hard-partying white girls from Sigma Beta Beta embarrass the school, Jamilah is ordered to come to the rescue. Her mission is to not only teach the rhythmically-challenged girls how to step dance, but to win the Steptacular, the most competitive of dance competitions. With the SBBs reputations and charter on the line, and Jamilah's dream of attending Harvard in jeopardy, these outcast screw-ups and their unlikely teacher stumble through one hilarious misstep after another. Cultures clash, romance blossoms, and sisterhood prevails as everyone steps out of their comfort zones.",['Comedy']
The Domestics,A young husband and wife must fight to return home in a post-apocalyptic mid-western landscape ravaged by gangs.,"['Thriller', 'Horror']"
The Lover in the Attic: A True Story,"This is the lurid, true story about femme fatale Dolly, her murdered husband, and her lover, Otto -- the man in the attic. In the 1930s, Dolly met and seduced her repairman Otto... but she was already married to successful business man Fred.","['TV Movie', 'History', 'Drama']"
Chappaquiddick,"Ted Kennedy's life and political career become derailed in the aftermath of a fatal car accident in 1969 that claims the life of a young campaign strategist, Mary Jo Kopechne.","['History', 'Drama', 'Thriller']"
The Jurassic Games,"In the near future, 10 death row convicts are forced to compete in a virtual reality game that pits them against dinosaurs and each other.","['Science Fiction', 'Action', 'Horror']"
He's Out There,"On vacation at a remote lake house, a mother and her two young daughters must fight for survival after falling into a terrifying and bizarre nightmare conceived by a psychopath.","['Horror', 'Thriller']"
The Wife,"A wife questions her life choices as she travels to Stockholm with her husband, where he is slated to receive the Nobel Prize for Literature.",['Drama']
Delirium,"A man recently released from a mental institute inherits a mansion after his parents die. After a series of disturbing events, he comes to believe it is haunted.","['Thriller', 'Horror']"
Ghost Stories,"Professor Phillip Goodman devotes his life to exposing phony psychics and fraudulent supernatural shenanigans. His skepticism soon gets put to the test when he receives news of three chilling and inexplicable cases -- disturbing visions in an abandoned asylum, a car accident deep in the woods and the spirit of an unborn child. Even scarier -- each of the macabre stories seems to have a sinister connection to the professor's own life.","['Horror', 'Drama']"
